62,"TEXT_JOBBRD300_01085_JEHANTEL_000_020","哦，又有客人嗎。<hex:02100103>……沒錯，我就是讓泰爾。"
63,"TEXT_JOBBRD300_01085_JEHANTEL_000_021","沒想到時隔多年重返森林，<hex:02100103>竟然會有這麼多像你這樣的年輕人來看我，真是讓我受寵若驚。<hex:02100103>來，和我共吟一曲，一起欣賞這盎然綠意。"
64,"TEXT_JOBBRD300_01085_JEHANTEL_000_022","哦？你的那把弓很不錯啊……<hex:02100103>你也是來找「強弓」讓泰爾的嗎？"
65,"TEXT_JOBBRD300_01085_JEHANTEL_000_023","抱歉，如果是那樣的話還請你回去吧。<hex:02100103>我早就捨棄了弓箭，現在只是一個隨性的流浪者，<hex:02100103>一個沉醉於山水美景之間的、年老的吟遊詩人。"
66,"TEXT_JOBBRD300_01085_JEHANTEL_000_024","而且……就我看來，你的弓術已經相當高超了。<hex:02100103>就這樣磨練下去，很快就能夠成為一名無可挑剔的弓術士。"
67,"TEXT_JOBBRD300_01085_JEHANTEL_000_025","雖說如此，但只是一味磨練弓術的話，<hex:02100103>是無法成為真正的強者的……<hex:02100103>對，就像一首詩歌中唱到的「罪孽深重的愚者」那樣。"
68,"TEXT_JOBBRD300_01085_JEHANTEL_000_026","……哦？你想跟我學習詩歌？"
69,"TEXT_JOBBRD300_01085_JEHANTEL_000_027","在當今亂世之中，<hex:02100103>竟然有閒情雅緻學習詩歌，真是令人欽佩。<hex:02100103>其實詩歌和弓術有著緊密的連繫。"
70,"TEXT_JOBBRD300_01085_JEHANTEL_000_028","那麼……<hex:02100103>你所吟唱的詩歌究竟會迴盪出怎樣的旋律呢？"
71,"TEXT_JOBBRD300_01085_JEHANTEL_000_029","住在森林裡的那傢伙一定也抱有同樣的疑問吧。<hex:02100103>……好了，那就讓我們開始準備吧。"
72,"TEXT_JOBBRD300_01085_JEHANTEL_000_030","你從這裡往東走，<hex:02100103>去拜訪一個叫普庫諾·珀奇的莫古利族。"
73,"TEXT_JOBBRD300_01085_JEHANTEL_000_031","如果你能得到那傢伙的認可，<hex:02100103>那麼作為吟遊詩人，我就來指點一下你詩歌的基礎。"
74,"TEXT_JOBBRD300_01085_JEHANTEL_000_032","<hex:021A020203>光陰之神阿爾基克啊 翻轉沙漏……<hex:021A020103><hex:02100103><hex:021A020203>將過往的戰爭 告訴我 還有這個人……<hex:021A020103>"
75,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_040","咕波！<hex:02100103>咕波、咕波、咕波、咕波、咕波！！<hex:02100103>不得了了咕波！普庫諾·珀奇這輩子最大的失敗咕波！"
76,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_041","……咕波？！<hex:02100103>你能聽懂普庫諾·珀奇講的話咕波？！"
77,"TEXT_JOBBRD300_01085_PUKNOPOKI_100_042","你有什麼事咕波？！<hex:02100103>普庫諾·珀奇現在很忙咕波！"
78,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_043","咕波咕波？！<hex:02100103>是讓泰爾請你來的咕波？<hex:02100103>你是讓泰爾的朋友咕波？"
79,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_044","讓泰爾的歌聲可美了咕波！<hex:02100103>聽著那歌聲會心情愉悅暖洋洋，<hex:02100103>感覺全身充滿了力氣咕波！"
80,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_045","普庫諾·珀奇覺得那就像太陽公公一樣閃閃發光咕波！"
81,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_046","可是，讓泰爾……<hex:02100103>難得回到森林裡，卻不唱歌咕波……<hex:02100103>和之前說好的都不一樣咕波……"
82,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_047","對了咕波！你來唱就好了咕波！<hex:02100103>因為你周圍……<hex:02100103>跳躍著和讓泰爾的歌聲很像的音符咕波！"
83,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_048","要是和讓泰爾一樣的音符，那就一定沒問題的咕波！<hex:02100103>所以……咕波？！"
84,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_049","想起來了咕波！<hex:02100103>普庫諾·珀奇現在面臨大危機咕波！"
85,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_050","你來幫莫古一下咕波！<hex:02100103>因為重要的護身符被盜賊搶走了咕波！<hex:02100103>這是向讓泰爾學習詩歌的試煉咕波！"
86,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_051","盜賊逃到枯葉堆了咕波，<hex:02100103>請你去那裡把<hex:022811FF0A>EventItem<hex:F61E87AD0103>奪回來咕波！"
87,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_055","盜賊逃到枯葉堆了咕波，<hex:02100103>請你去那裡把<hex:022811FF0A>EventItem<hex:F61E87AD0103>奪回來咕波！"
88,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_060","找到<hex:022811FF0A>EventItem<hex:F61E87AD0103>了嗎咕波？"
89,"TEXT_JOBBRD300_01085_PUKNOPOKI_000_061","好厲害咕波！<hex:02100103>你把這個護身符拿給讓泰爾看咕波！<hex:02100103>並告訴他「雖然很狡猾，但莫古期待著」咕波！！<hex:02100103>"
90,"TEXT_JOBBRD300_01085_JEHANTEL_000_070","哦，你回來了。<hex:02100103>看來你成功得到<hex:022811FF0A>EventItem<hex:F61E87AD0103>了啊。<hex:02100103>來讓我看看……什麼，還有普庫諾·珀奇的訊息？"
91,"TEXT_JOBBRD300_01085_JEHANTEL_000_071","啊哈哈！原來如此，他說「雖然很狡猾，但我期待著」啊！<hex:02100103>還是他高人一等啊！"
92,"TEXT_JOBBRD300_01085_JEHANTEL_000_072","哎呀，抱歉。我以前和他有個約定。<hex:02100103>我成為吟遊詩人之後，一直受到他的照顧。"
93,"TEXT_JOBBRD300_01085_JEHANTEL_000_073","每次見到他，他都要我留在森林裡吟唱詩歌……<hex:02100103>不過，我有不得不回去的戰場。"
94,"TEXT_JOBBRD300_01085_JEHANTEL_000_074","那是為了保護重要的同伴，必須要前往的戰場。<hex:02100103>……而且，因為一些事的發生，讓我再也無法回到黑衣森林。"
95,"TEXT_JOBBRD300_01085_JEHANTEL_000_075","所以我想，如果你能成為吟遊詩人的話，<hex:02100103>那麼就能多個人為那傢伙唱歌。"
96,"TEXT_JOBBRD300_01085_JEHANTEL_000_076","不過看來那傢伙已經看透我的想法了啊。<hex:02100103>莫古利族果然十分聰明。"
97,"TEXT_JOBBRD300_01085_JEHANTEL_000_077","莫古利族是一個熱愛音樂的種族。<hex:02100103>你能將護身符成功帶回來，那就說明，<hex:02100103>你的弓術以及詩歌方面的資質，都已經得到莫古利族的認可了。"
98,"TEXT_JOBBRD300_01085_JEHANTEL_000_078","也就是說，普庫諾·珀奇想要讓你成為吟遊詩人。<hex:02100103>所以那個護身符就是你的東西了，要好好保管。"
99,"TEXT_JOBBRD300_01085_JEHANTEL_000_079","這是<hex:022811FF05>Item<hex:FF08>　4546<hex:0103>。<hex:02100103>其中刻印著古代吟遊詩人的記憶和旋律。"
100,"TEXT_JOBBRD300_01085_JEHANTEL_000_080","帶著它，累積各種經驗，<hex:02100103>水晶發出的古代旋律自然會響徹在你的內心。"
101,"TEXT_JOBBRD300_01085_JEHANTEL_000_081","跟著那旋律歌唱，那麼你的歌聲中也會寄宿著力量。"
102,"TEXT_JOBBRD300_01085_JEHANTEL_000_082","不過，若想熟練掌握歌唱，必須要有足夠的弓術經驗。<hex:02100103>吟遊詩人和弓術士的力量本質上是一樣的……<hex:02100103>關於這一點，今後再慢慢訴說吧。"
103,"TEXT_JOBBRD300_01085_JEHANTEL_000_083","為了累積更多的經驗，再現古老的旋律，<hex:02100103>你就繼續去經歷更多的冒險吧。"
104,"TEXT_JOBBRD300_01085_JEHANTEL_000_084","你要成為超越普庫諾·珀奇想像的吟遊詩人啊。<hex:02100103>當你切身感受到自己的成長之後，<hex:02100103>再到我這裡來吧。"
105,"TEXT_JOBBRD300_01085_SYSTEM_000_085","開啟了「吟遊詩人」的職業任務。<hex:02100103>吟遊詩人等級達到「35級」以上時，才可以領取下一個任務。"
106,"TEXT_JOBBRD300_01085_SYSTEM_000_100","另外，在格里達尼亞米·凱特露天劇場附近的辛普金處，<hex:02100103>可以領取任務學習技能「樂器演奏」。"
107,"TEXT_JOBBRD300_01085_SYSTEM_000_086","（未使用/預計刪除）"
108,"TEXT_JOBBRD300_01085_SYSTEM_000_110","學會了新職業！<hex:02100103>透過裝備領取的靈魂水晶，<hex:02100103>可以轉換職業。"
109,"TEXT_JOBBRD300_01085_SYSTEM_000_111","轉換職業後，<hex:02100103>可以嘗試儲存套裝！<hex:02100103>這樣目前的裝備便會被記錄下來，能實現立刻換裝。"
110,"TEXT_JOBBRD300_01085_SYSTEM_000_112","套裝的儲存和變更裝備一樣，<hex:02100103>可以在角色畫面進行。"
